cust_id,cust name,policy number,DOA,DOB,sex,region,charges
218385,Aditi Jain,98247047908679 ,9/7/1997,6/1/1972,male,southwest,1964.78
288476,Krishna Chauhan,98691598724744 ,7/10/1961,31/01/1955,male,northeast,1708.92575
318531,Akanksha Singh,91062221800240 ,15/10/1964,2/12/1992,female,southeast,4340.4409
574558,Anushka Singh,96828575320048 ,18/11/1993,13/07/1984,male,northwest,5261.46945
298785,Pooja Agarwal,97797379084808 ,31/08/1950,26/07/1998,female,northwest,2710.82855
598274,Sachin Kumar,96243948032325 ,25/12/1969,27/09/1978,male,southeast,62592.87309
504041,Sakshi Patel,99364060587322 ,28/08/1961,29/03/1990,male,northwest,46718.16325
684032,Ananya Patel,93074824202618 ,6/12/1985,23/11/1986,female,southwest,3208.787
343627,Harshita Verma,99495980668175 ,24/04/1996,10/12/1963,male,southwest,37829.7242
955412,Mohan Kumar,91329763046835 ,13/05/1955,5/4/1973,male,northeast,21259.37795
240112,Maya Singh,99271484947961 ,14/05/1971,13/06/1957,female,southeast,2464.6188
708444,Akanksha Patel,93975810751094 ,26/12/1986,11/12/1959,female,northeast,16115.3045
879198,Ayush Verma,94702284680670 ,16/06/1988,27/05/1969,male,northwest,21472.4788
929381,Vikas Verma,97973273059707 ,2/9/1955,14/04/1960,female,southwest,33900.653
362502,Arjun Desai,92843092284911 ,20/07/1969,1/1/1976,male,southwest,6875.961
225145,Suman Mehta,92467132170217 ,26/06/1950,8/8/1969,male,northwest,6940.90985
359267,Shikha Gupta,98389390513712 ,27/05/1961,8/11/1968,female,northwest,4571.41305
861964,Roshni Mehta,94281109441530 ,9/8/1969,10/11/1962,male,southwest,4536.259
162018,Manish Kumar,94843325842855 ,21/10/1991,7/7/1985,female,southwest,36397.576
428427,Tanvi Desai,92062189618952 ,31/10/1984,23/05/1974,female,northwest,18765.87545
614335,Akanksha Singh,93820006517401 ,8/6/1980,22/02/1986,male,northeast,11272.33139
348700,Arjun Sharma,92571095194396 ,25/04/1975,7/8/1961,female,southwest,1731.677
323036,Uday Sharma,96485646122559 ,21/10/1960,15/04/1962,male,southeast,1163.4627
664153,Neelam Yadav,96549186976887 ,3/3/1987,1/12/1956,male,northeast,19496.71917
802087,Lakshmi Iyer,96211969332907 ,12/6/1991,19/07/1992,female,northwest,7201.70085
150248,Ayush Verma,94813723614035 ,26/11/1990,14/07/1977,male,northwest,5425.02335
290408,Nisha Reddy,94663094266929 ,14/10/1999,2/7/1953,male,northeast,28101.33305
343235,Ankit Jain,94155237033606 ,28/10/1955,14/06/1992,male,southeast,12981.3457
561282,Himanshu Verma,92050318851621 ,1/5/1958,28/01/1986,female,southeast,43896.3763
952968,Uma Patel,94111976798023 ,31/08/1978,24/11/1971,male,northwest,4239.89265
449481,Mohan Singh,97669607844706 ,27/11/1958,12/4/1960,male,northeast,13143.33665
908871,Jaya Patel,92983317126717 ,29/11/1988,11/5/1993,female,northeast,7050.0213
107286,Mohan Kumar,98821923952065 ,17/04/1958,25/01/1963,male,southeast,9377.9047
893658,Vinayak Das,93378928407695 ,4/9/1992,19/11/1987,female,northeast,22395.74424
230020,Lakshmi Iyer,93943849581816 ,1/11/1997,1/8/1954,male,southwest,10325.206
643721,Sameer Singh,98724775340929 ,11/7/1952,10/7/1988,female,southeast,12629.1656
839387,Arjun Desai,90262605459086 ,8/2/1981,14/06/1987,female,southwest,10795.93733
580190,Nisha Reddy,94309856154715 ,5/9/1992,14/10/1956,female,southwest,11411.685
204322,Kirti Singh,95452265536124 ,16/06/1959,30/12/1989,male,northwest,10600.5483
264054,Karan Gupta,91211035689121 ,7/5/1998,21/06/1999,female,northeast,2205.9808
352647,Anushka Singh,97696243554901 ,6/8/1979,9/7/1971,female,southeast,1629.8335
496600,Ankit Jain,90633464629911 ,5/12/1960,29/06/1958,female,southwest,2007.945
722851,Suman Mehta,90980140141693 ,26/10/1977,20/07/1967,female,northwest,29141.3603
131368,Ayush Mehta,92413954943816 ,12/5/1950,15/06/1994,male,southwest,1826.843
740098,Ishaan Kapoor,92011721024889 ,2/10/1960,27/03/1956,female,southeast,11090.7178
899426,Ishaan Sharma,96909591289069 ,11/11/1961,22/08/1978,male,southeast,39611.7577
490235,Uma Patel,97531610917316 ,9/9/1965,17/11/1995,male,southwest,1837.237
912584,Swati Singh,98174365612727 ,1/1/1984,6/12/1959,female,northeast,10797.3362
595919,Shashank Singh,95715131305769 ,24/06/1995,30/03/1987,male,northeast,2395.17155
486263,Krishna Rao,90071385481628 ,2/8/1994,6/2/1974,male,southwest,10602.385
757812,Sachin Kumar,98714605356037 ,12/1/1985,5/3/1983,male,southwest,36837.467
677590,Himanshu Verma,90074621955428 ,8/11/1978,7/7/1975,female,northwest,12224.35085
629032,Ajay Kumar,97544623401069 ,18/02/1972,22/11/1990,male,northeast,6985.50695
686292,Amit Sharma,96124193821821 ,11/12/1989,20/06/1999,female,southeast,3238.4357
889241,Vishal Kapoor,96865209100711 ,24/07/1962,4/8/1983,male,southeast,47269.854
584658,Lakshmi Iyer,96265419504965 ,22/03/1971,16/05/1976,male,southeast,49577.6624
517559,Neelam Sharma,96197634738417 ,3/2/1965,12/9/1975,female,northwest,4296.2712
224053,Aruna Patel,90440216457554 ,15/06/1976,19/02/1992,female,southeast,3171.6149
401140,Kirti Singh,93495964680622 ,27/06/1953,11/2/1974,male,southeast,1135.9407
701455,Amit Sharma,92912016221489 ,6/10/1966,5/1/1981,male,southwest,5615.369
854179,Deepika Das,93149246627418 ,13/03/1999,5/10/1979,female,southwest,9101.798
469342,Sakshi Patel,92088629369813 ,30/03/1997,14/05/1975,male,southwest,6059.173
888802,Neha Verma,94495453841471 ,2/12/1978,22/07/1954,female,southeast,1633.9618
605223,Amit Kumar,95288925147678 ,20/03/1962,26/11/1956,male,northeast,37607.5277
381192,Sakshi Patel,91614826798613 ,29/11/1955,25/03/1964,female,southwest,2913.569
523450,Himanshu Verma,97490449036748 ,19/10/1962,29/03/1981,female,southwest,12032.326
240266,Arjun Sharma,96929965209870 ,6/9/1999,19/04/1989,female,southeast,13470.8044
747290,Vishal Kapoor,98150156026788 ,5/2/1964,8/9/1995,male,southeast,6289.7549
551974,Deepika Das,98547382757206 ,22/07/1951,2/10/1971,male,southeast,2927.0647
516790,Jaya Sharma,92849743539230 ,15/07/1975,18/03/1969,female,southwest,6238.298
446187,Himanshu Verma,97364453149290 ,11/4/1996,19/12/1959,male,southwest,10096.97
785697,Yash Singh,97111558052424 ,28/01/1964,26/03/1986,female,southwest,7348.142
793904,Ishaan Kapoor,91312993522652 ,12/4/1971,2/8/1976,male,southeast,4673.3922
141796,Neelam Yadav,91051164484737 ,8/8/1983,15/01/1979,female,southwest,12233.828
519761,Kirti Singh,96762752848959 ,21/06/1961,31/10/1958,male,northeast,32108.66282
731024,Neha Verma,99611125814097 ,27/12/1977,12/7/1950,female,northwest,8965.79575
643170,Jaya Sharma,99257168865944 ,8/12/1990,29/06/1971,male,southeast,2304.0022
978669,Srinivasan Kumar,97691063635484 ,4/11/1975,25/04/1986,male,southeast,9487.6442
684520,Manish Patel,90557666030184 ,11/7/1986,24/12/1974,male,southeast,1121.8739
731781,Uday Sharma,99279852466854 ,19/04/2000,13/07/1972,female,southwest,3987.926
552349,Aditi Jain,94127910510494 ,4/3/1971,19/01/1953,female,northwest,12495.29085
134490,Jaya Sharma,92706832245889 ,4/3/1964,28/01/1999,female,northwest,26018.95052
318007,Santosh Sharma,96391586518627 ,14/09/1983,28/03/1950,male,southwest,8798.593
439140,Suman Mehta,99847676385633 ,5/2/1981,24/07/1972,female,southeast,35595.5898
913816,Krishna Rao,96221689405300 ,2/2/1994,19/12/1981,male,southeast,42211.1382
963445,Ayush Mehta,90746797974689 ,24/07/1973,30/08/1980,male,southeast,1711.0268
396330,Jaya Patel,98449499237859 ,4/4/1994,13/06/1971,female,southeast,8569.8618
461183,Dhruv Shah,92874237223853 ,17/10/1953,31/05/1981,female,southwest,2020.177
465243,Sunil Chauhan,92302078754278 ,26/11/1973,16/11/1992,male,northwest,16450.8947
347026,Sneha Iyer,95397092052156 ,4/4/1974,6/8/1975,male,northwest,21595.38229
241849,Vikas Verma,97205230890181 ,25/03/1990,31/03/1999,male,southwest,9850.432
799736,Himanshu Verma,93425960852441 ,29/08/1959,7/6/1997,female,southwest,16884.924
896161,Shubham Kapoor,99518150666564 ,6/7/1965,9/3/1974,male,southeast,1725.5523
795374,Manish Patel,92748184024361 ,17/03/1981,1/2/1955,male,southeast,4449.462
805936,Sunil Chauhan,96525609273851 ,24/01/1964,29/08/1976,male,northwest,21984.47061
758170,Himanshu Verma,97128152097726 ,4/2/1992,9/9/1981,male,northwest,3866.8552
151353,Shreya Jain,94006353350354 ,20/11/1960,6/10/1973,female,southeast,3756.6216
727294,Sameer Singh,96588575247927 ,13/10/1967,10/2/1973,female,southeast,8240.5896
552912,Akanksha Patel,90450307681302 ,28/11/1962,17/11/1984,female,northwest,7281.5056
449410,Srinivasan Kumar,94805976353485 ,22/01/1999,23/05/1963,male,northeast,6406.4107
848564,Gaurav Singh,97378590278588 ,21/11/1967,15/02/1999,female,northwest,28923.13692
242884,Kirti Mishra,90821821143324 ,30/10/1974,27/10/1992,male,northeast,2721.3208
876078,Deepika Iyer,96779833561487 ,14/09/1994,10/6/1969,female,southeast,27808.7251
585195,Ishaan Sharma,95916238633223 ,17/12/1997,30/10/1952,male,southwest,1826.843
390296,Ajay Kumar,91224689086227 ,13/05/1980,7/9/1958,female,southeast,11090.7178
460027,Sneha Iyer,95063070154505 ,16/11/1961,12/12/1971,male,southeast,39611.7577
956005,Uday Sharma,92902066801492 ,1/4/1978,1/4/1950,male,southwest,1837.237
541923,Sandeep Verma,92779562606176 ,10/1/1951,28/10/1951,female,northeast,10797.3362
662508,Dhruv Shah,92134871183688 ,18/05/1978,8/6/1964,male,northeast,2395.17155
100838,Ayush Verma,99119430592573 ,1/10/1970,15/08/1970,male,southwest,10602.385
317307,Harshita Verma,93902737270056 ,2/1/1959,21/02/1957,male,southwest,36837.467
851610,Neha Verma,94210491709727 ,1/6/1982,4/9/1989,female,northeast,13228.84695
292685,Neha Sharma,95065716127423 ,23/11/1961,16/09/1994,female,southwest,4149.736
767785,Swati Singh,96584226955397 ,5/9/1976,19/04/1964,male,southeast,1137.011
388141,Vidya Reddy,91292623458248 ,27/05/1993,3/1/1982,female,northeast,37701.8768
513154,Lakshmi Iyer,93617364022990 ,31/08/1986,10/1/1956,male,northwest,6203.90175
974019,Tanya Joshi,96575427491414 ,26/10/1953,25/06/1991,female,southeast,14001.1338
971709,Riya Desai,91548196929620 ,29/11/1975,15/07/1975,female,northeast,14451.83515
782257,Rahul Sharma,96890442639583 ,27/05/1972,13/02/1983,female,northwest,12268.63225
377764,Anushka Jain,92938542131748 ,11/4/1963,18/11/1998,male,northwest,2775.19215
551850,Pradeep Verma,93313213116894 ,22/11/1982,4/6/1980,male,southwest,38711
868128,Rajesh Gupta,92233707459644 ,10/2/1957,24/02/1989,male,southwest,35585.576
215615,Gaurav Joshi,96427728027410 ,3/5/1982,1/11/1983,female,northeast,2198.18985
487013,Aditi Jain,94028547988029 ,27/02/1986,2/3/1993,female,southwest,4687.797
600587,Aruna Reddy,91468042957029 ,30/03/1990,18/07/1970,male,northwest,13770.0979
460858,Himanshu Verma,91181680637430 ,31/03/1975,18/11/1967,male,southwest,51194.55914
576924,Arjun Sharma,91084880669531 ,6/9/1956,23/11/1951,male,northwest,1625.43375
804597,Karan Gupta,92104583590700 ,7/1/1975,15/02/1976,female,northwest,15612.19335
285861,Tanya Joshi,99436968654284 ,27/02/1959,15/02/1964,male,southwest,2302.3
137104,Gaurav Joshi,90598871531557 ,17/01/1978,3/3/1990,male,northeast,39774.2763
667083,Suman Mehta,97264142892832 ,27/08/1983,21/06/1973,male,southwest,48173.361
932681,Roshni Mehta,94560988503480 ,9/5/1994,24/01/1962,female,northeast,3046.062
983946,Sachin Kumar,92261429495910 ,3/2/1987,3/2/1998,female,southeast,4949.7587
736458,Amit Sharma,90448061459636 ,24/09/1958,9/5/1953,male,southeast,6272.4772
280527,Vikas Verma,97626964428992 ,9/7/1977,16/12/1982,female,southeast,6313.759
581376,Shreya Jain,99565461960246 ,9/12/1952,5/11/1960,male,northeast,6079.6715
557126,Pooja Agarwal,94258934286591 ,1/1/1957,18/05/1970,male,southwest,20630.28351
464218,Nisha Reddy,90330241596904 ,12/12/1969,28/04/2000,female,northeast,3393.35635
442262,Lakshmi Sharma,99020238141130 ,10/10/1993,12/12/1969,female,northwest,3556.9223
439676,Lakshmi Sharma,93104451499699 ,7/8/1993,18/06/1977,female,southeast,12629.8967
492824,Neelam Sharma,92412217415391 ,20/07/1966,10/4/1998,male,southeast,38709.176
250390,Maya Singh,90832494915171 ,10/10/1970,9/2/1996,female,northeast,2211.13075
717299,Sakshi Patel,92310541689008 ,23/10/1955,21/12/1992,female,northwest,3579.8287
391885,Ananya Patel,99172831294583 ,31/10/1988,14/01/1986,male,southwest,23568.272
618736,Deepika Das,96443353930927 ,8/7/1998,15/11/1961,male,southeast,37742.5757
476981,Ayush Verma,91370991677737 ,9/4/1982,20/10/1951,female,northwest,8059.6791
486392,Vinayak Das,95517186825747 ,29/12/1971,8/2/1983,male,northwest,47496.49445
757504,Shikha Gupta,97718739335657 ,12/11/1975,27/06/1955,female,northeast,13607.36875
442762,Tanvi Desai,91834445336313 ,1/1/1967,8/6/1971,male,southeast,34303.1672
421609,Sarika Reddy,96725951441585 ,9/5/1984,13/10/1970,female,southeast,23244.7902
307162,Ananya Patel,99845909091859 ,29/10/1975,8/6/1989,female,northwest,5989.52365
495026,Sakshi Patel,97115212289992 ,16/03/1953,12/9/1994,male,northeast,8606.2174
136796,Riya Desai,97501541193113 ,11/1/1979,19/08/1999,male,southeast,4504.6624
707101,Vinayak Das,90227623675681 ,26/12/1973,5/4/1951,male,northwest,30166.61817
180609,Jaya Patel,92896408747907 ,24/08/1983,24/08/1951,female,northwest,4133.64165
806907,Pooja Agarwal,90001248990857 ,8/10/1970,27/04/1955,female,northwest,14711.7438
298921,Nisha Reddy,98663786120030 ,11/12/1950,22/03/1971,female,southwest,1743.214
558956,Vinayak Das,98188068848188 ,1/12/1990,11/11/1952,female,southwest,14235.072
628928,Priya Chauhan,97784276097355 ,28/09/1993,31/08/1966,male,northwest,6389.37785
236070,Rohan Jain,90106479598622 ,16/09/1977,9/5/1953,female,southeast,5920.1041
475303,Ayush Mehta,99346385783057 ,26/08/1973,12/5/1969,male,southeast,17663.1442
781668,Anushka Jain,99200519117314 ,22/07/1950,20/08/1968,female,southeast,16577.7795
452761,Krishna Rao,94281049117429 ,28/10/1958,2/9/1967,male,northeast,6799.458
248551,Sachin Kumar,92324094649275 ,3/4/1977,15/07/1966,female,southwest,11741.726
243692,Rahul Sharma,94790092158615 ,26/10/1967,7/7/1994,male,southeast,11946.6259
375610,Swati Singh,92490281546959 ,26/04/1951,22/07/1982,male,southwest,7726.854
600056,Sunil Chauhan,97169675310089 ,30/08/1964,7/10/1959,male,northwest,11356.6609
540038,Varun Gupta,93622687526483 ,24/05/1969,19/12/1950,female,southeast,3947.4131
840692,Aditi Gupta,94882744808243 ,16/11/1984,17/03/1996,male,southeast,1532.4697
150355,Deepika Iyer,99508993049637 ,20/08/1962,15/11/1997,female,northeast,2755.02095
607576,Jaya Sharma,98003257698343 ,6/12/1990,29/12/1985,female,northwest,6571.02435
243169,Ajay Sharma,98984300962126 ,1/12/1965,12/2/1971,male,northeast,4441.21315
246928,Sandeep Verma,96812725456191 ,8/3/1984,22/09/1998,female,northeast,7935.29115
339282,Amit Sharma,98208014770079 ,30/03/1989,9/6/1970,male,southeast,37165.1638
466343,Sunil Chauhan,92000312339895 ,30/12/1991,14/12/1959,female,northwest,11033.6617
547742,Maya Patel,91891851333082 ,30/12/1972,8/9/1955,female,southwest,39836.519
866965,Shubham Kapoor,97649319177327 ,21/01/1994,10/6/1969,male,northwest,21098.55405
650231,Shikha Gupta,90333697108142 ,8/10/1968,26/03/1982,female,northwest,43578.9394
880518,Kirti Singh,95656420361724 ,19/12/1963,24/09/2000,female,southwest,11073.176
643054,Sachin Kumar,97770751757676 ,16/10/1975,22/09/1988,female,northwest,8026.6666
598102,Uday Sharma,95309134927907 ,16/04/1999,31/05/1997,female,northwest,11082.5772
318813,Priya Chauhan,93216788736022 ,29/05/1983,18/11/1995,female,southeast,2026.9741
412881,Karan Kumar,96416412442517 ,16/01/1999,2/2/1985,female,northwest,10942.13205
533465,Sachin Kumar,90522451400573 ,30/06/1951,18/03/1950,male,northeast,30184.9367
983269,Srinivasan Kumar,98346789892857 ,4/6/1963,8/4/1992,male,northwest,5729.0053
838048,Manish Patel,95091081356493 ,21/05/1972,3/7/1981,female,southwest,47291.055
226065,Krishna Chauhan,96304336149403 ,23/01/1995,16/09/1985,female,southeast,3766.8838
885861,Vinayak Das,93903644071055 ,4/3/1958,9/12/1978,female,southwest,12105.32
580992,Lakshmi Iyer,90060355481440 ,22/02/1959,2/7/1991,male,southeast,10226.2842
899090,Rajesh Gupta,92952194093020 ,2/1/1958,8/10/1973,male,northeast,22412.6485
998542,Rajesh Gupta,93133838912386 ,23/07/1993,29/10/1970,male,southwest,15820.699
842896,Harshita Singh,90740965621281 ,19/05/1986,5/10/1984,female,southwest,6186.127
295657,Himanshu Verma,97799297043154 ,7/10/1952,7/12/1973,male,northeast,3645.0894
547846,Vikas Verma,96339109458682 ,29/08/1994,15/01/1972,female,northeast,21344.8467
293073,Shikha Gupta,94992562793672 ,23/03/1973,12/10/1989,female,southeast,30942.1918
382717,Sandeep Verma,97212796474257 ,29/07/1980,29/12/1998,female,southwest,5003.853
793202,Karan Gupta,98733443162256 ,2/7/1976,17/12/1959,male,northwest,17560.37975
162659,Vidya Reddy,94789858164545 ,1/4/1977,28/04/2000,female,southwest,2331.519
118549,Sameer Singh,98373020162394 ,27/08/1982,10/9/1996,male,northwest,3877.30425
145076,Varun Gupta,91528597492257 ,3/12/1989,18/03/1968,male,southeast,2867.1196
325508,Pradeep Verma,97466114286755 ,8/8/1994,16/07/1987,male,southeast,47055.5321
795366,Sarika Reddy,91788425778124 ,25/10/1974,2/3/1969,male,northwest,10825.2537
702898,Manish Kumar,97336072479870 ,30/12/1994,12/5/1980,female,southwest,11881.358
635045,Maya Patel,94628594731212 ,22/02/1969,9/7/1987,male,southwest,4646.759
542097,Priya Chauhan,99508985577992 ,6/1/1982,1/5/1970,female,northwest,2404.7338
782917,Harshita Singh,97198174966434 ,21/09/1996,6/12/1984,male,northeast,11488.31695
139211,Vikas Verma,92141188581667 ,2/11/1993,6/12/1990,male,northeast,30259.99556
191988,Kirti Mishra,97197110567051 ,12/7/1961,1/7/1972,male,southeast,11381.3254
121798,Gaurav Singh,99827690792198 ,31/03/1956,7/4/1969,female,southeast,19107.7796
509325,Sandeep Verma,91016015434759 ,17/06/1980,12/8/1967,female,southeast,8601.3293
431602,Amit Kumar,93604295892155 ,1/1/1973,23/01/1985,female,northwest,6686.4313
547586,Disha Trivedi,95509407586259 ,21/01/1976,18/07/1976,male,southwest,7740.337
892063,Shalini Patel,94667337066300 ,9/5/1962,23/06/1968,male,northeast,1705.6245
360271,Ajay Sharma,90126443274207 ,20/06/1969,3/5/1971,female,northwest,2257.47525
601239,Akanksha Singh,97116817520459 ,14/04/1961,25/02/1987,male,northeast,39556.4945
455612,Sangita Das,93918762505842 ,30/12/1974,30/08/1999,female,northwest,10115.00885
382050,Shashank Singh,92885285652518 ,5/4/1981,22/07/1965,female,northeast,3385.39915
608739,Neha Verma,95868870244554 ,16/01/1980,11/12/1960,female,southwest,17081.08
704403,Mohan Singh,91747129685478 ,26/06/1954,29/03/1960,female,southwest,9634.538
945439,Swati Singh,92067901917260 ,10/12/1975,25/07/1953,female,northwest,32734.1863
183928,Deepika Iyer,96506593364880 ,31/08/1957,14/07/1979,male,southwest,6082.405
877899,Neha Verma,97265865007727 ,7/6/1993,16/01/1990,female,northeast,12815.44495
735128,Shreya Jain,91428036257978 ,25/03/1987,26/03/1960,female,northeast,13616.3586
877587,Anushka Singh,91943297315719 ,18/08/1993,6/1/1953,female,southwest,11163.568
894857,Sameer Singh,94613370681761 ,4/3/1975,22/06/1976,male,northwest,1632.56445
622829,Dhruv Mehta,99731869766999 ,3/8/1955,16/10/1975,female,northeast,2457.21115
350980,Roshni Mehta,96350440791033 ,27/04/1992,12/9/1967,female,southeast,2155.6815
403332,Karan Kumar,98563883782077 ,10/10/1957,2/1/1998,male,southwest,1261.442
154045,Ayush Mehta,94224117792427 ,22/03/2000,11/7/1953,male,northwest,2045.68525
980629,Tanya Joshi,96971648589250 ,7/8/1986,9/2/1998,female,southeast,27322.73386
708685,Jaya Patel,99657014283432 ,5/7/1980,5/8/1979,female,southwest,2166.732
349205,Deepika Das,97864149083325 ,7/8/1982,2/3/1975,male,northeast,27375.90478
897482,Rahul Sharma,91617416035890 ,19/05/1953,30/04/1993,male,northeast,3490.5491
451543,Yash Singh,91742352607464 ,21/10/1981,16/08/1966,male,southeast,18972.495
383482,Jaya Sharma,92579165930216 ,24/12/1966,1/6/1977,male,northwest,18157.876
880990,Jaya Patel,97029139594103 ,26/04/1951,15/07/1952,male,northwest,20745.9891
677194,Aditi Gupta,98013345454589 ,20/01/1958,4/2/2000,female,southeast,5138.2567
820748,Ishaan Sharma,97608143753980 ,3/8/1997,11/5/1992,male,northwest,40720.55105
588288,Swati Singh,94220425960621 ,31/01/1971,23/12/1964,female,southeast,9877.6077
827213,Harshita Singh,99373680674539 ,9/7/1988,11/9/1959,female,northwest,10959.6947
277135,Ankit Jain,91157059803388 ,17/06/1995,15/03/1984,male,southwest,1842.519
544768,Neelam Yadav,95905126245738 ,28/02/1959,25/04/1984,male,northwest,5125.2157
714757,Tanya Joshi,93969243476097 ,14/11/1966,15/06/1971,male,southeast,7789.635
196516,Neelam Sharma,97233355100611 ,9/6/2000,20/12/1958,female,northeast,6334.34355
998375,Manish Kumar,98134360387832 ,25/11/1988,27/12/1973,female,northeast,19964.7463
621216,Neelam Yadav,96735162328966 ,23/11/1967,28/09/1954,female,northeast,7077.1894
543386,Akanksha Singh,99863385881133 ,9/11/1951,3/5/1989,male,northwest,6948.7008
422296,Dhruv Mehta,98029342459387 ,15/03/1950,12/7/1974,male,southeast,21223.6758
714954,Neelam Yadav,99830171613134 ,25/05/1959,3/3/1973,male,northeast,15518.18025
606592,Aruna Patel,95008500134052 ,6/11/1957,30/07/1985,male,southeast,36950.2567
199124,Sunil Chauhan,94858769208743 ,17/07/1953,9/4/1950,female,southeast,19749.38338
975150,Ishaan Kapoor,94862326574099 ,10/6/1984,2/3/1960,female,northwest,21348.706
372422,Shalini Patel,90730506722203 ,12/3/1983,30/08/1954,female,southeast,36149.4835
633295,Mohan Singh,98428930052085 ,17/03/1952,4/2/1975,male,southwest,10450.552
503631,Tanvi Desai,93550165819027 ,21/03/1954,28/12/1962,female,southwest,5152.134
922917,Akanksha Patel,91229786012693 ,24/12/1975,1/6/1987,male,northwest,5028.1466
825092,Himanshu Verma,99068391803130 ,18/11/1998,3/9/1979,male,northeast,10407.08585
152543,Riya Desai,92715780691398 ,5/10/1953,2/6/1965,female,southwest,4830.63
567546,Ishaan Sharma,98771211028721 ,1/10/1956,1/1/1997,female,northwest,6128.79745
876338,Harshita Verma,91083790771112 ,24/06/1989,27/06/1981,female,northwest,2719.27975
821350,Akanksha Patel,98815419906215 ,12/7/1971,30/12/1953,male,northeast,4827.90495
514588,Ankit Chauhan,99057936517994 ,16/07/1976,10/11/1964,male,southeast,13405.3903
913470,Aditi Jain,91758294518406 ,6/7/1953,27/01/1955,male,southwest,8116.68
443447,Aruna Reddy,94973195583029 ,19/04/1984,15/06/1965,male,northeast,1694.7964
265595,Kirti Singh,97117710535091 ,27/04/1978,28/09/1999,female,southwest,5246.047
903456,Sarika Reddy,90193315245634 ,29/03/1983,29/10/1951,female,northwest,2855.43755
851005,Deepika Das,91576295724272 ,23/06/1985,25/01/1996,female,southwest,48824.45
157045,Harshita Verma,95449602130029 ,28/02/1956,18/11/1956,male,northwest,6455.86265
753664,Riya Desai,97142486467393 ,10/4/1955,7/12/1985,male,southwest,10436.096
950829,Mohan Singh,93258556936046 ,31/01/1988,18/03/1976,female,southwest,8823.279
997984,Dhruv Shah,91423701465742 ,2/2/1985,16/07/2000,female,northeast,8538.28845
281956,Tanya Joshi,98889460344299 ,21/01/1988,9/6/1995,male,northwest,11735.87905
837038,Suman Mehta,90306831447552 ,12/3/1994,23/03/1961,female,southeast,1631.8212
603745,Ayush Mehta,97866977486780 ,8/4/1953,15/09/1967,male,northeast,4005.4225
137344,Ayush Verma,96498826166753 ,6/3/1959,11/12/1996,female,northwest,7419.4779
183999,Ankit Chauhan,93644453622358 ,1/3/1967,13/01/1977,male,southeast,7731.4271
499102,Ayush Verma,97335893863765 ,1/5/2000,19/10/2000,male,northeast,43753.33705
634793,Lakshmi Sharma,99580282603789 ,5/3/1983,14/08/1993,female,southeast,3981.9768
889212,Shikha Gupta,98200350658791 ,6/7/1951,19/04/1960,female,southwest,5325.651
228832,Pradeep Verma,99451013144739 ,1/9/1981,30/04/1964,female,southwest,6775.961
725540,Aruna Patel,90063890434193 ,8/4/1954,4/7/1979,female,northwest,4922.9159
166533,Akanksha Patel,97515182736916 ,1/4/1981,30/10/1987,male,southeast,12557.6053
583858,Mohan Kumar,91192234718093 ,5/10/1996,16/09/1955,female,southwest,4883.866
299722,Neelam Yadav,94622050194009 ,10/10/1991,12/4/1988,male,southeast,2137.6536
621633,Yash Singh,90116433021374 ,18/09/1959,26/11/1954,female,northwest,12044.342
447725,Maya Singh,90788568365415 ,10/12/1958,8/6/1954,male,southeast,1137.4697
972629,Ayush Mehta,97028464362350 ,18/04/1981,4/6/1988,male,northwest,1639.5631
652649,Aditi Gupta,93484323604224 ,12/1/1990,11/8/1979,female,southwest,5649.715
193153,Jaya Patel,96960893757648 ,12/5/1989,16/01/1997,female,southeast,8516.829
223988,Shalini Patel,97317540962306 ,7/11/1959,23/01/1976,female,northwest,9644.2525
637389,Ayush Verma,96183093233900 ,10/10/1979,6/7/1975,female,northeast,14901.5167
688664,Neelam Yadav,92987271497525 ,4/11/1999,26/06/1951,female,northwest,2130.6759
284927,Shubham Kapoor,96953422242852 ,24/06/1996,12/2/1958,female,southeast,8871.1517
256425,Maya Singh,91401963010674 ,9/1/1955,5/3/1986,female,northwest,13012.20865
641353,Riya Desai,94300935249709 ,31/12/1977,27/07/1976,female,southeast,37133.8982
145160,Mohan Kumar,92972084221818 ,6/10/1992,20/05/1978,male,southwest,7147.105
238199,Sangita Das,96031708223440 ,12/1/1969,4/2/1983,female,northeast,4337.7352
194909,Sandeep Verma,98175168302730 ,13/04/1963,9/4/1998,male,southeast,11743.299
612407,Santosh Sharma,91528993068739 ,16/10/1957,18/01/1959,male,northeast,20984.0936
904253,Akanksha Patel,93803243201427 ,16/06/1956,29/06/1979,female,southwest,13880.949
336859,Yogesh Mehta,98031176644335 ,3/4/1960,13/09/1965,male,northeast,6610.1097
579431,Rohan Jain,93697635581924 ,10/1/1980,22/07/1974,male,southwest,1980.07
511252,Yogesh Mehta,97509499521890 ,21/04/1989,12/2/1971,male,northwest,8162.71625
964444,Anushka Jain,94355614571378 ,13/04/1956,5/6/1980,male,northwest,3537.703
111187,Disha Gupta,90620644905641 ,31/10/1954,28/05/1953,female,southeast,5002.7827
997602,Vikas Verma,96986776953855 ,29/05/1954,20/02/1975,female,southwest,8520.026
819390,Lakshmi Sharma,91203672997982 ,13/01/1967,27/06/1999,female,southwest,7371.772
235748,Sarika Reddy,91153730015680 ,12/10/1950,18/05/1981,female,northwest,10355.641
